,Voltage,l,lf,lg,li,w,wf,wg,wi
5078,0V,31mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,1mm
5079,0V,31mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,1mm
5080,0V,31mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,1.5mm
5081,0V,31mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,1.5mm
5082,0V,31mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,1.5mm
5083,0V,31mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,2mm
5084,0V,31mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,2mm
5085,0V,31mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,2mm
5086,1V,31mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,1mm
5087,1V,31mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,1mm
5088,1V,31mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,1mm
5089,1V,31mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,1.5mm
5090,1V,31mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,1.5mm
5091,1V,31mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,1.5mm
5092,1V,31mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,2mm
5093,1V,31mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,2mm
5094,1V,31mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,2mm
5095,2V,31mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,1mm
5096,2V,31mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,1mm
5097,2V,31mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,1mm
5098,2V,31mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,1.5mm
5099,2V,31mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,1.5mm
5100,2V,31mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,1.5mm
5101,2V,31mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,2mm
5102,2V,31mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,2mm
5103,2V,31mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,2mm
5104,3V,31mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,1mm
5105,3V,31mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,1mm
5106,3V,31mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,1mm
5107,3V,31mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,1.5mm
5108,3V,31mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,1.5mm
5109,3V,31mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,1.5mm
5110,3V,31mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,2mm
5111,3V,31mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,2mm
5112,3V,31mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,2mm
5113,4V,31mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,1mm
5114,4V,31mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,1mm
5115,4V,31mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,1mm
5116,4V,31mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,1.5mm
5117,4V,31mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,1.5mm
5118,4V,31mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,1.5mm
5119,4V,31mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,2mm
5120,4V,31mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,2mm
5121,4V,31mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,2mm
5122,5V,31mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,1mm
5123,5V,31mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,1mm
5124,5V,31mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,1mm
5125,5V,31mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,1.5mm
5126,5V,31mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,1.5mm
5127,5V,31mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,1.5mm
5128,5V,31mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,2mm
5129,5V,31mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,2mm
5130,5V,31mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,2mm
5671,0V,31.5mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,1mm
5672,0V,31.5mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,1mm
5673,0V,31.5mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,1mm
5674,0V,31.5mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,1.5mm
5675,0V,31.5mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,1.5mm
5676,0V,31.5mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,1.5mm
5677,0V,31.5mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,2mm
5678,0V,31.5mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,2mm
5679,0V,31.5mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,2mm
5680,1V,31.5mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,1mm
5681,1V,31.5mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,1mm
5682,1V,31.5mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,1mm
5683,1V,31.5mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,1.5mm
5684,1V,31.5mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,1.5mm
5685,1V,31.5mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,1.5mm
5686,1V,31.5mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,2mm
5687,1V,31.5mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,2mm
5688,1V,31.5mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,2mm
5689,2V,31.5mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,1mm
5690,2V,31.5mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,1mm
5691,2V,31.5mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,1mm
5692,2V,31.5mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,1.5mm
5693,2V,31.5mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,1.5mm
5694,2V,31.5mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,1.5mm
5695,2V,31.5mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,2mm
5696,2V,31.5mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,2mm
5697,2V,31.5mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,2mm
5698,3V,31.5mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,1mm
5699,3V,31.5mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,1mm
5700,3V,31.5mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,1mm
5701,3V,31.5mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,1.5mm
5702,3V,31.5mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,1.5mm
5703,3V,31.5mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,1.5mm
5704,3V,31.5mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,2mm
5705,3V,31.5mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,2mm
5706,3V,31.5mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,2mm
5707,4V,31.5mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,1mm
5708,4V,31.5mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,1mm
5709,4V,31.5mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,1mm
5710,4V,31.5mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,1.5mm
5711,4V,31.5mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,1.5mm
5712,4V,31.5mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,1.5mm
5713,4V,31.5mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,2mm
5714,4V,31.5mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,2mm
5715,4V,31.5mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,2mm
5716,5V,31.5mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,1mm
5717,5V,31.5mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,1mm
5718,5V,31.5mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,1mm
5719,5V,31.5mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,1.5mm
5720,5V,31.5mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,1.5mm
5721,5V,31.5mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,1.5mm
5722,5V,31.5mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,2mm
5723,5V,31.5mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,2mm
5724,5V,31.5mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,2mm
6265,0V,32mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,1mm
6266,0V,32mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,1mm
6267,0V,32mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,1mm
6268,0V,32mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,1.5mm
6269,0V,32mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,1.5mm
6270,0V,32mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,1.5mm
6271,0V,32mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,2mm
6272,0V,32mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,2mm
6273,0V,32mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,2mm
6274,1V,32mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,1mm
6275,1V,32mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,1mm
6276,1V,32mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,1mm
6277,1V,32mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,1.5mm
6278,1V,32mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,1.5mm
6279,1V,32mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,1.5mm
6280,1V,32mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,2mm
6281,1V,32mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,2mm
6282,1V,32mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,2mm
6283,2V,32mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,1mm
6284,2V,32mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,1mm
6285,2V,32mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,1mm
6286,2V,32mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,1.5mm
6287,2V,32mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,1.5mm
6288,2V,32mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,1.5mm
6289,2V,32mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,2mm
6290,2V,32mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,2mm
6291,2V,32mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,2mm
6292,3V,32mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,1mm
6293,3V,32mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,1mm
6294,3V,32mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,1mm
6295,3V,32mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,1.5mm
6296,3V,32mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,1.5mm
6297,3V,32mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,1.5mm
6298,3V,32mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,2mm
6299,3V,32mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,2mm
6300,3V,32mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,2mm
6301,4V,32mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,1mm
6302,4V,32mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,1mm
6303,4V,32mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,1mm
6304,4V,32mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,1.5mm
6305,4V,32mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,1.5mm
6306,4V,32mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,1.5mm
6307,4V,32mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,2mm
6308,4V,32mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,2mm
6309,4V,32mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,2mm
6310,5V,32mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,1mm
6311,5V,32mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,1mm
6312,5V,32mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,1mm
6313,5V,32mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,1.5mm
6314,5V,32mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,1.5mm
6315,5V,32mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,1.5mm
6316,5V,32mm,6mm,41.58mm,10mm,31mm,3mm,41.13mm,2mm
6317,5V,32mm,6mm,41.58mm,10.5mm,31mm,3mm,41.13mm,2mm
6318,5V,32mm,6mm,41.58mm,11mm,31mm,3mm,41.13mm,2mm
379,0V,27mm,6mm,41.58mm,10mm,31.5mm,3mm,41.13mm,1mm
380,0V,27mm,6mm,41.58mm,10.5mm,31.5mm,3mm,41.13mm,1mm
381,0V,27mm,6mm,41.58mm,11mm,31.5mm,3mm,41.13mm,1mm
382,0V,27mm,6mm,41.58mm,10mm,31.5mm,3mm,41.13mm,1.5mm
383,0V,27mm,6mm,41.58mm,10.5mm,31.5mm,3mm,41.13mm,1.5mm
384,0V,27mm,6mm,41.58mm,11mm,31.5mm,3mm,41.13mm,1.5mm
385,0V,27mm,6mm,41.58mm,10mm,31.5mm,3mm,41.13mm,2mm
386,0V,27mm,6mm,41.58mm,10.5mm,31.5mm,3mm,41.13mm,2mm
387,0V,27mm,6mm,41.58mm,11mm,31.5mm,3mm,41.13mm,2mm
388,1V,27mm,6mm,41.58mm,10mm,31.5mm,3mm,41.13mm,1mm
389,1V,27mm,6mm,41.58mm,10.5mm,31.5mm,3mm,41.13mm,1mm
390,1V,27mm,6mm,41.58mm,11mm,31.5mm,3mm,41.13mm,1mm
391,1V,27mm,6mm,41.58mm,10mm,31.5mm,3mm,41.13mm,1.5mm
392,1V,27mm,6mm,41.58mm,10.5mm,31.5mm,3mm,41.13mm,1.5mm
393,1V,27mm,6mm,41.58mm,11mm,31.5mm,3mm,41.13mm,1.5mm
394,1V,27mm,6mm,41.58mm,10mm,31.5mm,3mm,41.13mm,2mm
395,1V,27mm,6mm,41.58mm,10.5mm,31.5mm,3mm,41.13mm,2mm
396,1V,27mm,6mm,41.58mm,11mm,31.5mm,3mm,41.13mm,2mm
397,2V,27mm,6mm,41.58mm,10mm,31.5mm,3mm,41.13mm,1mm
398,2V,27mm,6mm,41.58mm,10.5mm,31.5mm,3mm,41.13mm,1mm
399,2V,27mm,6mm,41.58mm,11mm,31.5mm,3mm,41.13mm,1mm
400,2V,27mm,6mm,41.58mm,10mm,31.5mm,3mm,41.13mm,1.5mm
401,2V,27mm,6mm,41.58mm,10.5mm,31.5mm,3mm,41.13mm,1.5mm
402,2V,27mm,6mm,41.58mm,11mm,31.5mm,3mm,41.13mm,1.5mm
403,2V,27mm,6mm,41.58mm,10mm,31.5mm,3mm,41.13mm,2mm
404,2V,27mm,6mm,41.58mm,10.5mm,31.5mm,3mm,41.13mm,2mm
405,2V,27mm,6mm,41.58mm,11mm,31.5mm,3mm,41.13mm,2mm
406,3V,27mm,6mm,41.58mm,10mm,31.5mm,3mm,41.13mm,1mm
407,3V,27mm,6mm,41.58mm,10.5mm,31.5mm,3mm,41.13mm,1mm
408,3V,27mm,6mm,41.58mm,11mm,31.5mm,3mm,41.13mm,1mm
409,3V,27mm,6mm,41.58mm,10mm,31.5mm,3mm,41.13mm,1.5mm
410,3V,27mm,6mm,41.58mm,10.5mm,31.5mm,3mm,41.13mm,1.5mm
411,3V,27mm,6mm,41.58mm,11mm,31.5mm,3mm,41.13mm,1.5mm
412,3V,27mm,6mm,41.58mm,10mm,31.5mm,3mm,41.13mm,2mm
413,3V,27mm,6mm,41.58mm,10.5mm,31.5mm,3mm,41.13mm,2mm
414,3V,27mm,6mm,41.58mm,11mm,31.5mm,3mm,41.13mm,2mm
415,4V,27mm,6mm,41.58mm,10mm,31.5mm,3mm,41.13mm,1mm
416,4V,27mm,6mm,41.58mm,10.5mm,31.5mm,3mm,41.13mm,1mm
417,4V,27mm,6mm,41.58mm,11mm,31.5mm,3mm,41.13mm,1mm
418,4V,27mm,6mm,41.58mm,10mm,31.5mm,3mm,41.13mm,1.5mm
419,4V,27mm,6mm,41.58mm,10.5mm,31.5mm,3mm,41.13mm,1.5mm
420,4V,27mm,6mm,41.58mm,11mm,31.5mm,3mm,41.13mm,1.5mm
421,4V,27mm,6mm,41.58mm,10mm,31.5mm,3mm,41.13mm,2mm
422,4V,27mm,6mm,41.58mm,10.5mm,31.5mm,3mm,41.13mm,2mm
423,4V,27mm,6mm,41.58mm,11mm,31.5mm,3mm,41.13mm,2mm
424,5V,27mm,6mm,41.58mm,10mm,31.5mm,3mm,41.13mm,1mm
425,5V,27mm,6mm,41.58mm,10.5mm,31.5mm,3mm,41.13mm,1mm
426,5V,27mm,6mm,41.58mm,11mm,31.5mm,3mm,41.13mm,1mm
427,5V,27mm,6mm,41.58mm,10mm,31.5mm,3mm,41.13mm,1.5mm
428,5V,27mm,6mm,41.58mm,10.5mm,31.5mm,3mm,41.13mm,1.5mm
429,5V,27mm,6mm,41.58mm,11mm,31.5mm,3mm,41.13mm,1.5mm
430,5V,27mm,6mm,41.58mm,10mm,31.5mm,3mm,41.13mm,2mm
431,5V,27mm,6mm,41.58mm,10.5mm,31.5mm,3mm,41.13mm,2mm
432,5V,27mm,6mm,41.58mm,11mm,31.5mm,3mm,41.13mm,2mm
973,0V,27.5mm,6mm,41.58mm,10mm,31.5mm,3mm,41.13mm,1mm
974,0V,27.5mm,6mm,41.58mm,10.5mm,31.5mm,3mm,41.13mm,1mm
975,0V,27.5mm,6mm,41.58mm,11mm,31.5mm,3mm,41.13mm,1mm
976,0V,27.5mm,6mm,41.58mm,10mm,31.5mm,3mm,41.13mm,1.5mm
977,0V,27.5mm,6mm,41.58mm,10.5mm,31.5mm,3mm,41.13mm,1.5mm
978,0V,27.5mm,6mm,41.58mm,11mm,31.5mm,3mm,41.13mm,1.5mm
979,0V,27.5mm,6mm,41.58mm,10mm,31.5mm,3mm,41.13mm,2mm
980,0V,27.5mm,6mm,41.58mm,10.5mm,31.5mm,3mm,41.13mm,2mm
981,0V,27.5mm,6mm,41.58mm,11mm,31.5mm,3mm,41.13mm,2mm
982,1V,27.5mm,6mm,41.58mm,10mm,31.5mm,3mm,41.13mm,1mm
983,1V,27.5mm,6mm,41.58mm,10.5mm,31.5mm,3mm,41.13mm,1mm
984,1V,27.5mm,6mm,41.58mm,11mm,31.5mm,3mm,41.13mm,1mm
985,1V,27.5mm,6mm,41.58mm,10mm,31.5mm,3mm,41.13mm,1.5mm
986,1V,27.5mm,6mm,41.58mm,10.5mm,31.5mm,3mm,41.13mm,1.5mm
987,1V,27.5mm,6mm,41.58mm,11mm,31.5mm,3mm,41.13mm,1.5mm
988,1V,27.5mm,6mm,41.58mm,10mm,31.5mm,3mm,41.13mm,2mm
989,1V,27.5mm,6mm,41.58mm,10.5mm,31.5mm,3mm,41.13mm,2mm
990,1V,27.5mm,6mm,41.58mm,11mm,31.5mm,3mm,41.13mm,2mm
991,2V,27.5mm,6mm,41.58mm,10mm,31.5mm,3mm,41.13mm,1mm
992,2V,27.5mm,6mm,41.58mm,10.5mm,31.5mm,3mm,41.13mm,1mm
993,2V,27.5mm,6mm,41.58mm,11mm,31.5mm,3mm,41.13mm,1mm
994,2V,27.5mm,6mm,41.58mm,10mm,31.5mm,3mm,41.13mm,1.5mm
995,2V,27.5mm,6mm,41.58mm,10.5mm,31.5mm,3mm,41.13mm,1.5mm
996,2V,27.5mm,6mm,41.58mm,11mm,31.5mm,3mm,41.13mm,1.5mm
997,2V,27.5mm,6mm,41.58mm,10mm,31.5mm,3mm,41.13mm,2mm
998,2V,27.5mm,6mm,41.58mm,10.5mm,31.5mm,3mm,41.13mm,2mm
999,2V,27.5mm,6mm,41.58mm,11mm,31.5mm,3mm,41.13mm,2mm
1000,3V,27.5mm,6mm,41.58mm,10mm,31.5mm,3mm,41.13mm,1mm
1001,3V,27.5mm,6mm,41.58mm,10.5mm,31.5mm,3mm,41.13mm,1mm
1002,3V,27.5mm,6mm,41.58mm,11mm,31.5mm,3mm,41.13mm,1mm
1003,3V,27.5mm,6mm,41.58mm,10mm,31.5mm,3mm,41.13mm,1.5mm
1004,3V,27.5mm,6mm,41.58mm,10.5mm,31.5mm,3mm,41.13mm,1.5mm
1005,3V,27.5mm,6mm,41.58mm,11mm,31.5mm,3mm,41.13mm,1.5mm
1006,3V,27.5mm,6mm,41.58mm,10mm,31.5mm,3mm,41.13mm,2mm
1007,3V,27.5mm,6mm,41.58mm,10.5mm,31.5mm,3mm,41.13mm,2mm
1008,3V,27.5mm,6mm,41.58mm,11mm,31.5mm,3mm,41.13mm,2mm
1009,4V,27.5mm,6mm,41.58mm,10mm,31.5mm,3mm,41.13mm,1mm
1010,4V,27.5mm,6mm,41.58mm,10.5mm,31.5mm,3mm,41.13mm,1mm
1011,4V,27.5mm,6mm,41.58mm,11mm,31.5mm,3mm,41.13mm,1mm
1012,4V,27.5mm,6mm,41.58mm,10mm,31.5mm,3mm,41.13mm,1.5mm
1013,4V,27.5mm,6mm,41.58mm,10.5mm,31.5mm,3mm,41.13mm,1.5mm
1014,4V,27.5mm,6mm,41.58mm,11mm,31.5mm,3mm,41.13mm,1.5mm
1015,4V,27.5mm,6mm,41.58mm,10mm,31.5mm,3mm,41.13mm,2mm
1016,4V,27.5mm,6mm,41.58mm,10.5mm,31.5mm,3mm,41.13mm,2mm
1017,4V,27.5mm,6mm,41.58mm,11mm,31.5mm,3mm,41.13mm,2mm
1018,5V,27.5mm,6mm,41.58mm,10mm,31.5mm,3mm,41.13mm,1mm
1019,5V,27.5mm,6mm,41.58mm,10.5mm,31.5mm,3mm,41.13mm,1mm
1020,5V,27.5mm,6mm,41.58mm,11mm,31.5mm,3mm,41.13mm,1mm
1021,5V,27.5mm,6mm,41.58mm,10mm,31.5mm,3mm,41.13mm,1.5mm
1022,5V,27.5mm,6mm,41.58mm,10.5mm,31.5mm,3mm,41.13mm,1.5mm
1023,5V,27.5mm,6mm,41.58mm,11mm,31.5mm,3mm,41.13mm,1.5mm
1024,5V,27.5mm,6mm,41.58mm,10mm,31.5mm,3mm,41.13mm,2mm
1025,5V,27.5mm,6mm,41.58mm,10.5mm,31.5mm,3mm,41.13mm,2mm
1026,5V,27.5mm,6mm,41.58mm,11mm,31.5mm,3mm,41.13mm,2mm
1567,0V,28mm,6mm,41.58mm,10mm,31.5mm,3mm,41.13mm,1mm
1568,0V,28mm,6mm,41.58mm,10.5mm,31.5mm,3mm,41.13mm,1mm
1569,0V,28mm,6mm,41.58mm,11mm,31.5mm,3mm,41.13mm,1mm
1570,0V,28mm,6mm,41.58mm,10mm,31.5mm,3mm,41.13mm,1.5mm
1571,0V,28mm,6mm,41.58mm,10.5mm,31.5mm,3mm,41.13mm,1.5mm
1572,0V,28mm,6mm,41.58mm,11mm,31.5mm,3mm,41.13mm,1.5mm
1573,0V,28mm,6mm,41.58mm,10mm,31.5mm,3mm,41.13mm,2mm
1574,0V,28mm,6mm,41.58mm,10.5mm,31.5mm,3mm,41.13mm,2mm
1575,0V,28mm,6mm,41.58mm,11mm,31.5mm,3mm,41.13mm,2mm
1576,1V,28mm,6mm,41.58mm,10mm,31.5mm,3mm,41.13mm,1mm
1577,1V,28mm,6mm,41.58mm,10.5mm,31.5mm,3mm,41.13mm,1mm
1578,1V,28mm,6mm,41.58mm,11mm,31.5mm,3mm,41.13mm,1mm
1579,1V,28mm,6mm,41.58mm,10mm,31.5mm,3mm,41.13mm,1.5mm
1580,1V,28mm,6mm,41.58mm,10.5mm,31.5mm,3mm,41.13mm,1.5mm
1581,1V,28mm,6mm,41.58mm,11mm,31.5mm,3mm,41.13mm,1.5mm
1582,1V,28mm,6mm,41.58mm,10mm,31.5mm,3mm,41.13mm,2mm
1583,1V,28mm,6mm,41.58mm,10.5mm,31.5mm,3mm,41.13mm,2mm
1584,1V,28mm,6mm,41.58mm,11mm,31.5mm,3mm,41.13mm,2mm
1585,2V,28mm,6mm,41.58mm,10mm,31.5mm,3mm,41.13mm,1mm
1586,2V,28mm,6mm,41.58mm,10.5mm,31.5mm,3mm,41.13mm,1mm
1587,2V,28mm,6mm,41.58mm,11mm,31.5mm,3mm,41.13mm,1mm
1588,2V,28mm,6mm,41.58mm,10mm,31.5mm,3mm,41.13mm,1.5mm
1589,2V,28mm,6mm,41.58mm,10.5mm,31.5mm,3mm,41.13mm,1.5mm
1590,2V,28mm,6mm,41.58mm,11mm,31.5mm,3mm,41.13mm,1.5mm
1591,2V,28mm,6mm,41.58mm,10mm,31.5mm,3mm,41.13mm,2mm
1592,2V,28mm,6mm,41.58mm,10.5mm,31.5mm,3mm,41.13mm,2mm
1593,2V,28mm,6mm,41.58mm,11mm,31.5mm,3mm,41.13mm,2mm
1594,3V,28mm,6mm,41.58mm,10mm,31.5mm,3mm,41.13mm,1mm
1595,3V,28mm,6mm,41.58mm,10.5mm,31.5mm,3mm,41.13mm,1mm
1596,3V,28mm,6mm,41.58mm,11mm,31.5mm,3mm,41.13mm,1mm
1597,3V,28mm,6mm,41.58mm,10mm,31.5mm,3mm,41.13mm,1.5mm
1598,3V,28mm,6mm,41.58mm,10.5mm,31.5mm,3mm,41.13mm,1.5mm
1599,3V,28mm,6mm,41.58mm,11mm,31.5mm,3mm,41.13mm,1.5mm
1600,3V,28mm,6mm,41.58mm,10mm,31.5mm,3mm,41.13mm,2mm
1601,3V,28mm,6mm,41.58mm,10.5mm,31.5mm,3mm,41.13mm,2mm
1602,3V,28mm,6mm,41.58mm,11mm,31.5mm,3mm,41.13mm,2mm
1603,4V,28mm,6mm,41.58mm,10mm,31.5mm,3mm,41.13mm,1mm
1604,4V,28mm,6mm,41.58mm,10.5mm,31.5mm,3mm,41.13mm,1mm
1605,4V,28mm,6mm,41.58mm,11mm,31.5mm,3mm,41.13mm,1mm
1606,4V,28mm,6mm,41.58mm,10mm,31.5mm,3mm,41.13mm,1.5mm
1607,4V,28mm,6mm,41.58mm,10.5mm,31.5mm,3mm,41.13mm,1.5mm
1608,4V,28mm,6mm,41.58mm,11mm,31.5mm,3mm,41.13mm,1.5mm
1609,4V,28mm,6mm,41.58mm,10mm,31.5mm,3mm,41.13mm,2mm
